关卡牌局代码,地形编号,开始次数,净过关次数,净胜率(%),ReplayCode,模拟胜利,模拟失败,模拟胜率(%),模拟平均步数,耗时ms,地形总牌数
6-9-1-23-1121406528,400012,119,21,17.65,BcFbEQIxDADAJM27zbW9rxOADBDEDFIYXKEBO+zy63zcr/fvefsAUiMWUQVzN4nsoxIVXAwzohVrS0KrdCdmQo7u5Qd2mcfaIMeeK4AnK0pgUEkMFlilvq2suFxHaijC9/oD,175,25,87.50,108.0,1209,108
9-9-3-15-1021816532,100088,119,55,46.22,DckxFYAwDATQu+aSkraYQAQakIAQvLHiAxkMrDD+97XN/j7Xch4rCBaTg+aKOmVrEWnu6m3U3vUrbRp/hYQyqLSUE25kESIAkNjvDw==,186,14,93.00,72.0,1492,72
8-7-2-20-623254000,100050,119,39,32.77,DcG5AYQwDATAlWTLsuWPmIgmSOmAjOB6u36ohS5gJpzLtW/3Lx1/EFgYFIggkVWTIWQxtSJwq1ySq0SQB2Tmpt1Hs9mmf6KAstdqZYyuM3Wszws=,100,100,50.00,78.0,567,78
3-5-2-13-1254451008,100074,118,49,41.53,DcmxEYAwDAQw2/9J7DisQ0vLeIxBxR0LUDANM1CBWnGe7nN/1+faRM0AlmrWHEHQlF2apzdJ4r/sjDpGL0XDiFFBWY4P,106,94,53.00,54.0,131,54
6-9-8-16-392271464,100016,118,87,73.73,BcFLAYQwDATQTJO2mX5xgAKu3LggAROowOHaWAUY4D07l+29nvX+H4IANWhM2Vlqc+8qFLKUmDNCRPVBNmiy0DmnN6pbn4OjAkkh++8D,199,1,99.50,66.0,233,66
7-3-1-18-1218840139,100007,118,83,70.34,FcVJEYBADATAmRybzR5o4YcC/rjBFgjBAloo+tO2L+nPsZ3XC5CE8I9UqpnDxQRaAqwRSWuldLUxXbyPOau6A9nSVKS20XGvHw==,200,0,100.00,69.0,260,69
3-6-3-13-318839424,100034,118,64,54.24,DcKhFYAwDAXA3+QnTdMyEr6GsZgDi0KxDI5R4N5xLu/1HHO/NxRRgvb3qmJeQA0HjGhMNZYuUZFmPoI1RXp3U8TgaBnZUsNcsJ4f,196,4,98.00,72.0,339,72
3-6-3-13-247210651,100034,118,58,49.15,BcGxAYAwCARAAv8EQtzLxpmsLJ3BDaxcxs5RvMO6fPd7rcezSVMDCKHTuoa3DksfhKMyjL2VBjFiIgYkVFmT5lmSs7JSTJwq5/4D,129,71,64.50,72.0,219,72
9-7-2-14-1221182432,100066,118,16,13.56,Dcy5EYNAEATA2Wf2uTuyIgPZCkKeoiIBqggJSwEIt43297Z/r9f9+xwQFVWYmtM8JJLOgLCkI2R0EYOJLjO2Z2iHZ9UUAFmLMpeqq0Q0n8XUzXPNgQfR5x8=,48,152,24.00,93.0,2823,93
9-9-4-8-1006351591,100005,118,98,83.05,FcoxFYBQDEPRtEla5KAB5OCMmQEHyEACOxP85Q33PC3Tdq7vc8w7IjPxFyAoydVNBvm7klR02S1zXEPCVlepitlIXPcH,200,0,100.00,66.0,345,66
9-9-5-16-48720430,100005,118,21,17.8,Dcq5EYAwDARAnc+P/MimFGqAcuiMmICGiMkZAth4/TJt5/rcx7wLHEkfootgguZSW7aeTaM3hWGEkkbq0D8GTwrYa9NRtDYjTOS9Pg==,41,159,20.50,66.0,149,66
7-7-9-23-1609987689,100052,118,55,46.61,BcHJAQIhDABASMIZCBCOrcxe/FiKbxuwGCvYOpyh50VyvV/fz20soCF05B0EGyCmzDGUmp3LJXmKHGuW1kemqkkwJ+bKZsyiEFXaVI7S11bwu60+gWbvU7Bu2V2l0mzpnO2snp1WQydtqCia3+MP,166,34,83.00,120.0,726,120
8-8-1-19-729303334,100065,118,47,39.83,Fci5EUIxDAVA3ZKfLVMNXdEJQx30QkYbDBkJIZ9kg7XL6fl+Pc6365dYVM3cSVxY2IKSyWpAhRUT+o+DKhGdnksDvXeHGRl5DVF2zwSqsfz4bo80qo0U5pU1ZhSygu6fHw==,158,42,79.00,108.0,1805,108
9-4-6-19-1814215748,100070,118,35,29.66,DcxJAQIxDADAnE3bTY8EAyAAHujBBsKwgQHeOIERMPI83b/n2+VxfQESM4KAFlMTI6ytEx/e29HL0LmGlbrXMSLHaCV2lUyHkTHdJ81ZFMvaJskZa8Xa2xktNhoDOiEwGfFU/d8AJAIMn/cP,164,36,82.00,117.0,3196,117
6-3-8-13-1385244254,100026,118,16,13.56,DcgxFYAwDATQtLlceykTEwKYGRGAIQTgExs8HMAfP/ZpOddnu9/LSnUAwdZNIUFdAWYWsg2wC8PlFRITxf6spB3zBw==,185,15,92.50,54.0,161,54
8-7-6-12-1524927965,100066,118,34,28.81,Dcu7FcJADATA1fdWEiEl0YFjauA5c1WUQElEFMBlk4w/b4/rc3x/5xsiCoW5mKsFEh5LHICbYjGZtjSq26hTosrlpERyQqV7R2vPGM6eNVlR1hshxOv+Bw==,180,20,90.00,93.0,2355,93
6-1-8-17-289327490,200053,117,43,36.75,Fcq5EYAwDARAPWdZsmwCqqI5CqEPchICWqAKnnBnFst0z9d27M9KzKKCYtVQyV2KhDZLeNco1JW5CrGQJ8K/oIh07tDfAzFGomWj014=,195,5,97.50,72.0,283,72
1-8-4-19-1390414,100081,117,50,42.74,DcHLEYAgDAXAF/KFAF7txqsXa7AXxxZtx9Fd2Zf1fa5juwlUWKAkBOOfQdUFolbAUVtyF4GVcIQN5jl8aGTDtNkzW9UamT1w5gc=,195,5,97.50,72.0,599,72
2-4-2-16-1974510745,100007,117,68,58.12,BcFLAYQwDAXAvLT5Nf3gBgXcOeAFWxjBAjb2ujP12ELec7+fjwAuQGUBCGrm4dqcuEoz44z0UrSPyWaQyt6hc6XmypE+Vm8xlX7XHw==,196,4,98.00,69.0,314,69
6-7-5-17-1855803371,200053,117,65,55.56,BcFbAYAgDAXQMTa4440BzGM5gtjDf3+tYAo9R475bs95X98ix+RZ1JNIUI1eEcQssWZJMRdHiSlUQNSicQa3Vpvrhcw6UPpAHcCgff0=,186,14,93.00,72.0,268,72
9-3-7-9-1632104210,200004,117,74,63.25,DcmhFYBQDAPAJr9NigDDDHg2Yhg0A2J4jAJnL/fp2eb1Ou8lQAKDCVZSrgKsaqr+iQGZbalHBsqO4/0A,199,1,99.50,48.0,164,48
6-9-1-23-915603189,400012,117,34,29.06,DcHbEQIxCABAuBBeAZLclwVYhaMFOWMpju3Zju7S63zcL+/v8/oBPBp1YEFl6wTiw01DwdSNkpyrcch0xI4DOgfigWHLSPbOmrrnqmFzQZhLoMpRnDlrEiSUZf9r0EUE4PYD,129,71,64.50,108.0,1183,108
8-6-5-13-1654375878,100076,116,33,28.45,DYy5EYRQDMV8PR/YRMS0QEGbbkS7FEAru1+aUSj77O95vM91f4l4KWoscA4gBVYR4qBCgVIdYZpOW7PTapsbKcd01sgaJGNbjEyXpQ5XaA/V7w8=,179,21,89.50,90.0,664,90
7-2-4-22-1681665576,400017,116,42,36.21,Dco5AcJAEADA/XP/jwMqdKWip8YEbnCApFRcPSOv2/f5fpyf+w+QWBCQkUSFVYiYhA10A4gQsMLh0Ic9LKq4eKTgKaeMWorUlrD1uI/PwZnVUbU2tTJtrt5Xb3WN2gHGGI1LKX20Cdf5Bw==,192,8,96.00,117.0,1061,117
2-9-2-13-1691152984,200012,116,25,21.55,DchLFYAwDATATTdpPlwRgAp09eGjChCDCZxggF7mMHpu+3tf8/geSKPSCIN2D2ZGsyyIWFVv6KuCDGU4Em4LGub4AQ==,199,1,99.50,54.0,178,54
3-9-3-8-1122635898,200015,116,21,18.1,DcqxDYBADENRO+c4bIKEREtJzTjXsgdTUTMQKb70iq9jWa/nm+e+gQEOKtMq25VmGs0CmeySQ4WQBkrRI4n3/gE=,195,5,97.50,54.0,417,54
6-8-2-11-42740676,100008,116,46,39.66,Y9Hikl5it/it5dZKBkYmJmYWFmZmVjZ2JiYWDjZOZg4WoAALGxMnCycHAyM7KyM7A1AJK0N7EwA=,197,3,98.50,42.0,116,42
1-9-6-15-1977044561,100090,116,27,23.28,Fcs7DYBAEEXR3Zk3f1oqggYsYAF5JNhACglyWJpbnYtjurdnueb9bJ2ocYeQGsFYPSRMkd2zlYsCzGADKQ1ioyD6wX9EerlzlFhl1lirre8H,97,103,48.50,81.0,1077,81
8-7-9-21-1129957257,100089,116,21,18.1,DcixFQIhDABQICGBQC4EsHAUnxO4ibVL2LmpA9h5v/z4ujx+7/vt+vmGmAJgJi41AQhS4zMydsqtkDQFEkDUI9gI4Fp9JhjmK4dxmESNVY9VPE2NNsdYfFZaNvNynL4369idSdbsYKxZwlP+,155,45,77.50,114.0,1225,114
8-7-4-12-349591922,100067,116,68,58.62,FYtLEYRADAVf/pnMCkETEvCAEtCBEAzgAA1kq6sPfWhdf9d5b3m8O0AMEgDcUIewEJjUXOAGjxzqHX85qEqUMszDXcVDk4eVJJfNpAobNfudieX5AA==,194,6,97.00,90.0,1899,90
2-3-8-11-3409404,100010,116,37,31.9,YzHjTrDsad6yKrSTgZGJmYWVjZ2DEwi4uBg5GRlZuBhZWFgYgWwGDi5OLnY2ZkYmVqAIKxMLMxs7JycjBwODVgEA,188,12,94.00,54.0,233,54
7-1-2-21-1755592048,100055,116,84,72.41,DcHJEYNADATAkTTaQ3s5K5fLX2IhEYfiyPjBD7q5vfbj/z7x/UCegMJIiLjJI2WhCEgvNVp0juEljLkoPMTZRncN9Drngqa1plaLlizDlLh+Nw==,198,2,99.00,84.0,583,84
8-6-5-16-1481988321,100069,115,4,3.48,DcpBAQIwCAXQzwYMxmB6tIcRrGEFD6axhlVM5M7v8fvyeF4//rr9QKDWwQ1demMdpGo2AHL4wJxdjSwax2ConLumhWrXjCwiarQhy0JU9qT0WWP5tkrnIyfzKtmFXZl2KPC9/wE=,189,11,94.50,114.0,1808,114
9-5-7-18-1749085059,100083,115,15,13.04,DcvBFQIhDAXAH0JICBDAXraLPXrSZnzPMixJC/Koc598u7yO9/N6fh8gSowshUGsVt1aHyGqeVqk1j1QuzqWCHH2OWIzmxtTqQD/N3jbKkmWzi0jwhs0USJ87j8=,4,196,2.00,90.0,612,90
4-1-2-25-1564630428,100069,115,21,18.26,BcFXEUIxEADA66kvyaUwgx9sYIEP1KADKShiV963x9M/6XX/ARIjiQKrMSsCBkCxmDTkLIqlmlC4GllpCVj6yMFcCKh5nxzKmslIY+uXgjsgYqW9u6/B8ZwWVPs8u191LGdoxPC1Pw==,175,25,87.50,114.0,2170,114
6-5-4-15-995886139,100087,115,39,33.91,DclJDQJBEADAvqenLxIShGFiXysCGyToWGMYgPqWHLfH83Wd3+sDiESAACyshIJCYIAL0Qk3IcuOLEhDiIwWGtKq/2ilL7flPg2bp1T3cLcNh4Wmh1Vqt8xWhff9Bw==,58,142,29.00,102.0,1567,102
5-4-2-21-1819458206,400012,115,47,40.87,DczJDQIxDABA27FzOXFOJAqgDCgIiVIQ9VDG/miH/Y+GX5fH/fr+PW8fQHLA4gOTRO8gURbMTgiiFtRSzTi1nnRQhJP6jifkOFS5tmmWbO2W4qiiRQT7eSyZZHsHmm5BgITZ55zZw/H9Aw==,177,23,88.50,108.0,905,108
9-2-8-21-844205472,400013,115,91,79.13,DYq7FQIxDMD8Sy6xfbbDJrRswgJUrMAGDEMPw5FCeiokz8vt87h+5/sOSCwswgCIgIIiIExAG2zYD2LgsU2DBY7eJqJMtU7DTw3Nk6pitt2x3EPLVqmZq2V4ZmWE2/5KF7x+fw==,200,0,100.00,108.0,5187,108
8-3-7-16-732988163,100057,115,33,28.7,Dce5AYAgEAXRvWCBz1GIhhZhZmIHtqOZ9VibRPPG9rE9x/Ld60vMLKw6q0RiEqKrJkk5FFR4g5YOns5kHQjm3jKEY+JYxTvNdwed1w8=,139,61,69.50,72.0,584,72
9-4-3-17-511044600,100087,114,67,58.77,HY25DcMwEMDul+70pshgXsKVh/AOhrvM4cWyQIS0BEjK/npv53N8nw8AIrEoI6gQIQhbysmj1BRNcQGz0rxn82FqLaOIgGrwmL1En2NpE5gAAZUYObwSqVcP/lfXAu7rBw==,189,11,94.50,102.0,2058,102
3-1-4-23-1999576414,400011,114,62,54.39,BcGxFUIhDAVQCC9AgIQA9u5k6VLuZWNn5yr/eC+etzs+1/v1fYRICZy5VGlUu9QRggqbTWNVTxlN0ZDTMJC7dZbRUYq5qwjUlIyWz70VJ8YDO0v34knhd/0B,200,0,100.00,90.0,769,90
3-3-9-12-758246082,100038,114,43,37.72,Fca5EYAwDATAky2d9VAIFRC4EpqkAGLqIKESINiZ1W25Vt7n7gekdahxeJBIMCuLqN93oFG7SwwbsEjxrmyJ+bw=,101,99,50.50,54.0,119,54
5-4-9-14-1876583880,100031,114,76,66.67,BcELEYAgEATQAxb2lo8FmDGJ1nOoYg4zmMQCvodj++b13vtaFmJCLsjGVIK7VJvY2F0x0QJIRfSmTh+1DnF4ISTPsOf8AQ==,191,9,95.50,60.0,192,60
1-7-2-19-1987507160,100078,114,67,58.77,Dcm7FcJADARASXfale7nSuiExM+5q3BKAURUS0SC05m6b9fvdR6Pz1PUtEip7qC5IqRoTd7qTri7RtZoSWMfQUvoXFiY1kcP3G3D0BaRk2ls8n3/AQ==,198,2,99.00,81.0,1278,81
9-4-5-11-365203660,200012,114,48,42.11,YzHjFrkyu6hX4fN+BgYGRiZmRhYWVkYGNnY2RmYWJgYgh42BgZ2DnZOBlYsLKMvEyMzEzMnFzszEzs7AwcnBwuD1GwA=,200,0,100.00,54.0,173,54
8-4-3-15-1575195171,100051,113,43,38.05,DcxJEQJADATAmSSbaw/E8EYNL6TAh8IBUqEFtD0u7/P6Xm/2BEASAiXUKEY1qA4PJjkkABVFtblIJWvGMLQB6QI3TyPXlhEjdtXSntkO69TTPKv2fwk5E5/7Dw==,169,31,84.50,105.0,1121,105
3-6-8-22-765482967,100097,113,10,8.85,BcFJFcMwDAVAS97tL3kLjMAJgUDIrZfyK4KeC6AvGDLjju1+/ffrc/4MsXWeA8eUC1UQBYEqxACVW2dVER6h2LkSEKUJK4xbNXtqGUWsVxLHXbiPEddM03zfDw==,17,183,8.50,84.0,249,84
9-9-7-15-1190920220,100005,113,31,27.43,Dci5EYAwDARA+XSW/GFaoQYohoDOiAncFTkRns2W+3qN43uf7ZYAnRghQY2eci61VToR6WArTGaLqZMIUVBde16sp9LnNoeM8wc=,106,94,53.00,66.0,150,66
9-9-4-15-1916211449,200007,113,16,14.16,BcFJEYAwEATAmezk2E2wwD8GqMIGfnihCgF8EIIOurUv5/Fe39wegMkoIqtALNUS0dzI6L0zjypRhlFjZLjDWgskK7jXHw==,146,54,73.00,57.0,167,57
8-8-4-13-2023554480,100026,113,17,15.04,BcGxEYAwDASwd96xYyf0DJCakrWoObZgONbg2ABJ92U95rs93wUppLKaN0EkCticrr0OC7MBGT0Kk0gnm3rtZo77/AE=,200,0,100.00,54.0,127,54
3-2-2-20-491760430,500001,113,10,8.85,BcHHDQJBEATAtd2zbtbxue+lgUiBAIgYCYmAuA9V4Xn7vN7XcX5/xjofIkBCmLKU2hJEe2VrzFEzkniNhOkGrF7g7ChhjjFDUetA7Wsvpey1p7k//g==,195,5,97.50,78.0,311,78
3-9-4-10-2122154853,100010,113,30,26.55,Dcq5DYBQEAPR9bfZg4KQKISciEaIkKiEmJ5ogw3nabTM+3qf77NdhkGJmEAPwt1TXhFSopVd6mVUwTJTRrXad/w=,200,0,100.00,54.0,223,54
3-6-3-17-1401953594,100092,113,73,64.6,BcFJEcNAEAPAkbTn7OkyAT/CJnxCJ0iCI0j8d3d4H/F/fX7X92WgQiRSLlUwuqv1MdeIe3fDbhWcakmUM2cmWRyG5Z1BkygOLdQS3Oy8Hw==,188,12,94.00,75.0,191,75
7-8-8-10-582190274,100041,113,36,31.86,Dce5EYRQEAPR0WgukQAJkMiuhU18ZEnh89t4VR3ndhP/9zl+BsDgcIJBRJpXW2avz1F7uaG7WhzNKLxWotWUxIyYpcL26wM=,193,7,96.50,72.0,485,72
7-6-5-21-698658930,100064,113,29,25.66,Dcq7AQIhDADQhJAQPoHA4RLO4jbWOohraONuV+irX3xe3g9/3T7XExAhBCSKTIGiJNQsCMgQSm2I1oeW7LNoK8UagM2RLaY2UmyrHpRLP0TG2NUS7+oGs/uumpfP/k+y29YQIjvoZmQ5+lwpz9odCO7fHw==,132,68,66.00,126.0,2114,126
9-6-7-9-119935355,100002,113,75,66.37,Y1HntDrKMfF9W+RuBkYmZhZWFhYWNgYWdkYORiZGVkZGDgYGdjY2VmZGDnYGBmZGJhZGhv2NAA==,200,0,100.00,39.0,74,39
9-1-6-17-531843772,100048,113,29,25.66,DcrBDYQwDATAtb12YidIlEIJiJagIVqgCJ7UdDfv4bG861Pfdp8QNToUzmjRszFTTC1qZK8unMMBkTFbxAyB2n873bI0CQP26wc=,172,28,86.00,66.0,479,66
7-1-4-19-1604575101,100066,112,13,11.61,BcE7AQIxEAXAt/9ks3s5UTigRgQdDnCDBCRRUVIwo7fz8nhfP9/7C0QEJgZEhSEGEleCOruYxZipc80xsiIqq7WJekVLmWe5cR2tJLz2wcwSkrDY+4Bn4/f8Aw==,128,72,64.00,93.0,2216,93
9-7-2-20-1779495184,100095,112,55,49.11,FcrJCcMwEAXQ2TT6Gq2uyOAKfHaD7skQyC1tJLk+nl3b+7PfZ38KsTCpKTFT8gxxLbDIocJ/NBRBbR1jADFj5umlu/26kphqLHha4RWtthEp+gpTIaLj9QU=,194,6,97.00,90.0,601,90
4-3-9-16-559773450,100097,112,25,22.32,Dcy7EcMwDARRfgCRxB1AFeJy3IBKkCOXqCIUuACPazBng5etPPff+/s4r+OTcslVVLamXfKoySBUoMF8FRFOpcCS6ohehE6YWczYPDjpvpwwgh6tdKzH6/4D,162,38,81.00,84.0,631,84
8-4-2-23-753777014,100064,112,6,5.36,FYu5EQIxEMC8r3+fX4qgFoZuCKEQ2uDKI8AESqQRvy6fZ33fzuvXAAIBCygYZGtADSqKMIHdQjbkyHh24R/JSgRMOXtxudCBtXjQFHZUdU32mnIfkwMcBzCFlt2KmWpNc61RWup2KMUgk7tL5v74AQ==,174,26,87.00,126.0,1671,126
9-8-6-17-618087417,400011,112,51,45.54,BcHLEQIgDAXAfB4hhASwAnvy6Iw12ZcXb1ZhDY67uF+ueP9ez8+NmIREBQ1kJuguGDElOci1aiHm2li5uDD9iPgxaLlyRnlw74bBVqNt1Vy516EMaUaP7x8=,188,12,94.00,90.0,500,90
6-6-7-11-2128110616,100059,112,35,31.25,Dcq5DQJQDARRr71eH/RAgERCQimIAqiPtiiFH430NHxfXr/HV/fb1eAwNyAY9FSxcYKSR7MjemoFkQk7wFp6J2Ww1Ux26oy1M8XdkT0/fw==,118,82,59.00,81.0,908,81
3-5-5-20-518742702,100089,112,21,18.75,Dcu7EQIxDABR+yRLsmXJPxJKYaiAdmiCjHYoiqGAy/CGb2bxeXmcr/vt+v6FeAAmYhFBzoUg6i5V89Z9qFarWedaZHXMuepY7qY2lFJbGfYW+9YRkwjM3ChRKDEfbIDI5DP16cSIIHzkWAKFz/cP,43,157,21.50,114.0,766,114
2-1-7-16-1635768450,100020,112,71,63.39,DcrBEYAgDARA4C6QS2zENhx78WdvfuxDKpLvzvLYzmvO97Gv1FZQaOg2XOxiZNLZDRi1gUoRYkLugVZHykPpiFUXebn3Hw==,199,1,99.50,66.0,266,66
7-6-7-19-12129455,100095,112,18,16.07,BcGxAQMhCABAQBQFFPQHygqp02S87JTqu6yRO35d9+/xec7vACTAwlyJm3QZIIWUzXwqwwqp6kkmQajVl5puw3SPWQ7MFE0+rcPWoytb98A9BpJlBNzvPw==,55,145,27.50,90.0,386,90
9-7-2-14-1654141788,100066,112,54,48.21,Fca5EcJAEATA2Wf2uTtlJJMMsLGIQJ6iUggKCYsAKNpqf22P835+vscFUaiaqzjdQEZaUKIYzUAxAx20bsFIm8lyq5oQQGR0mY9wVY3OZfKf2Fwr1V2xv38=,179,21,89.50,93.0,3040,93
1-5-4-18-1307732781,100058,112,49,43.75,Dco7FYAwDEDRtPkntCzoQA0HE0hCARvYwQkbXd5yH23zuXzXut8vFKi1IlBhQTXXSMoUVpYMTI9iMg0JD5vSfcTGooIsgqjU1FrvSdSbqjOjIBzPDw==,199,1,99.50,84.0,1130,84
6-9-3-25-1270140458,100052,112,11,9.82,DcrJAQIhDADABEIgkHDtgaX6sRTfWoDNbAPWofMeut+orufj8/oCOk+BY6IokpMvLotaLMk0egKmJKjBhapIkiMDRS/GPv0rlKJqzK31PiZs+9FORK1bUQC0OjdGW+exjwW8Rt/Pw9B0GgPC9f4B,181,19,90.50,120.0,794,120
8-7-4-16-214247238,100021,111,10,9.01,Fci5DYBADATA9XNnfC8BEoUQkBLSAxJtUSSiByAbje7jOp/PPV0HiEVDZLGBSZ1SVitBUo1o/ldLjRQ1e4cTs3QLUeCftAzci5lnVMO2vA==,186,14,93.00,72.0,249,72
7-9-7-21-1719689373,100094,111,19,17.12,FcK7FUIxCADQfCGQ8IAk9ha2TuUS7uAAVs5l9XbxeM8tj8vne33fnncJMf3nEkoFrCG2hpRqzNwHhJRFKJF0PFTNbZgPjpELkimIznXYFHZFaZyEnEX3Ajc/YE8EWbtTOF8/,163,37,81.50,99.0,634,99
7-2-4-13-1009442563,100010,111,49,44.14,BcG5DYAwEATAvb3PPlMPEnVY5PRChEQNFEBMgczYuhzbfX7vfkEEApJqHuktXOjRQ8LJSlYzprn2aGMMSHUFiGf+,200,0,100.00,54.0,129,54
7-5-3-14-1998605494,100028,111,81,72.97,DcPJDYAwDARA29k4PhKekWgEqqMi3nRCAXQCjDTYlnN9r/vYH2LhfxFU1saEIlLMLbK3ESTWQawY3jLUB3pWVCKdHw==,182,18,91.00,54.0,140,54
6-9-8-11-2109505874,100080,111,41,36.94,DchJEYQADATASTI5kUVRhZ01sA9UIAYl2MAA9LO5Lcd5P9dv3yEKMRWSIh6a1Ro9PoMArfuLqfQxatCizDOVXg3KJBhehv/6Ag==,78,122,39.00,69.0,477,69
7-5-4-14-13264927,100087,110,33,30,Dcw5AcJAEADA/W7/pYsH7GAgZSpEIAQdMYYBrpxm5Hocr8/9/t1fQEQAJCBgWagbZh5ZVbG6SRBmPCJSKxRyRBlN3KErR8nTSHsZUTFJ74JtcjH6tOBiEYJ9ns8/,183,17,91.50,102.0,1634,102
9-2-8-13-734914706,200013,110,62,56.36,DcNBEYRADATATDKT7IbneTgVVKECK6jggziMoAC6qrktV+2/9ThvgwfFTImFMTmSjpJ5RNc3BTg1yZ6QOrK9zaEEBu35vw==,200,0,100.00,63.0,279,63
6-2-3-19-1888290117,100086,110,11,10,DcdLAUIhEADA/QO78FjQBF71bBGz2MEMFjGRPXRuI8/T93y9X963DyCxILCoEpmZGCOYAf6PBsCEAqpclNVq88bRh5RDpsg8Bkp4JMKICJrjUIJqA6uv2rrn2IUze9Le3XvW5ZUWd3g9fg==,140,60,70.00,117.0,1801,117
4-3-2-12-636471146,200012,110,29,26.36,YzHjEbkyu6hX4fN+BkZGRiYGRmYWIIOVjZ2JiZ2BiYWDk52RkYWLm52ZhZuLAYiYmYCSnBys7BycLOxsLEwMZ7cAAA==,161,39,80.50,54.0,155,54
9-4-2-11-1019872389,100009,110,66,60,Y9Hi2n4++ryoVGg2AyMQMjEys7AyMQIRIxsbKwMLIwM7BwMDBycDMwsbIzMDOycnBzsjw6WdAA==,200,0,100.00,42.0,114,42
5-1-4-14-644616058,100075,109,35,32.11,DYy5EQJBEMTm6d7deUiMOpMihHPOwSMAYiAyEmIdqUqG8Lhdv/vz+zreomZirg44lINjzsUVybFmFKO6mbmVVdRCdHekCaDq4rQNhSH3ZAeaQT7nHw==,186,14,93.00,84.0,5471,84
9-9-4-14-1988271272,100057,109,58,53.21,BcE5AYBADATAPJvNvRiBEhF06MALdOhBGzM4lv051+/eXlFziAaY6WFECdTWK1ggWTPYh2MORBsMZKeQpt7Mp+oUK6K0dLnuHw==,181,19,90.50,72.0,597,72
1-8-3-21-1501304002,100066,109,24,22.02,FcrBEUIhDAXAB3kJCYEP9mQBzni2CG9WZQmW5MkC1OvO8nY6P17X9+f+RKlSqJUVxkZxqqIgiAZqBBxNTHpojxziv2UzTOXQPACnD+fKPfNve6Wu3YeQMhOwyxc=,173,27,86.50,93.0,1277,93
1-3-2-15-844944189,100059,109,35,32.11,Fcq5EYAwDARAP9LpNSUQeIaEZhiqpBp6oBQg22DpXI5nv7DNtdTSOjGkSkHralIJHs2VwEHC3D2NnD/+LTRFwBYESXULJEFZR46wYell3i8=,150,50,75.00,81.0,653,81
8-1-8-22-1863487862,100055,109,17,15.6,DcLJDcMwDATAJXWRklaSqwoCf11LGkslqSTwz08bM/HYPuf3dWF/Qx4qQRChKWuRLCbFa+vdmXSMzIAhkTZBbWZ0YzJbTg+G4sJuk1F9VqzlrTp+/xs=,65,135,32.50,84.0,593,84
6-7-4-16-1100289212,200024,109,22,20.18,BcFbEYQwDAXQJM1N2qYPNPHFNwIQgBFQgIs1s36Y4Rzdlvv4v/t6PsTCJCkpzJEBs4LqIUUbizoRcyHhaHD0Ds+DJKLOSD4xbI5cezQzun4f,155,45,77.50,72.0,169,72
1-6-3-25-898358453,100096,109,4,3.67,DcQ5FcJAFADAJP8+9ubFAR01QlBAiRYcYQNFMMXg83Lez9v3+nht+wG4/d8PYgE1AwL34HQ0hAQVYCnqBUtCSuUoSYZMtbTUPiSmzagSQ/tqYK0EDdLuyyfy2j7vHw==,27,173,13.50,96.0,2078,96
7-6-4-16-4754838,100063,109,33,30.28,BcGpEQIwEADAe3N/QlsoJJYZusFRFg2gKIZdeV5+3+vt/ni/AImQGBhEmHQZLWeLpIyozPRIi8Z2HBNXSI1QX/sA4QCLTezE6Bqn02WrqpP3jGivs5Sk4DN/,159,41,79.50,99.0,1269,99
8-6-8-16-476380385,100067,108,44,40.74,FcRLAQIxDAXANklf82uKKzwgYT2gZFcHQhCCBuAwI4/b63ofen6erRPLL+qtdf4j6YNFMNXYSSI91X0FG0yCIgfUrAqA1ixf5dCwFQkdtXPX3JWFdty/,174,26,87.00,90.0,1625,90
6-3-6-16-1545995079,100004,108,49,45.37,DcGxFYAgDAXAT0ggCRAW0h1snMcJbXzWFk6id7zM+92u44kdCZSJhUpVc2/abQxVd5eitUq00nkkZG4p6BcggKxnV5zrBw==,95,105,47.50,60.0,139,60
5-3-6-15-1832925239,100046,108,76,70.37,Y7Hk8/H2b5ewn3CRgZGBiYmZhZWZjZWdg5OBi4OZlZ2NhZGbkZGJiZuJh5eXh4WNg5WZnZWZi5OXhwkkzMTNycXMyjCvHgA=,197,3,98.50,57.0,178,57
1-5-2-11-315723819,100009,108,16,14.81,Y9Hi2n4++ryoVGg2AwMjExMzAwsrEzMjGzsLBwcnEyM7GxM7KwsTJwcTCzMTELJysrAxszCc0AcA,191,9,95.50,42.0,101,42
1-9-6-18-363180164,100090,108,28,25.93,BcG5EcMwDARAEjgcHpLKlEhFKFTqFlyeZ9yGS3E/2sV7+13/87u/Pq31JgoxdpCibhGWifCIXlmGFDqRFCEgqgIm3IeraAVjjlg2ZkVNq7XacT8=,147,53,73.50,81.0,3025,81
3-7-2-21-158604903,400013,108,43,39.81,Dca5EQIxDABAyXr96PzRCCmd0AARpRBTBylDc8dGy8/L7fO4/vLrDgiJWJAVjTy7/mcqpTYRTw25EOWQQLVMVERb8spi4XGoIBj6AQb16MCAA1AGA5v1GTF0rcnYl82Neyt83yc=,185,15,92.50,108.0,4365,108
9-6-4-24-1819577787,100064,108,1,0.93,BcFHAQJBEACwadt7RwNaeGIHhGDjkMeDRN6361U/j+/9B0gMKCwkqFAbC+w8KY1CJlhRMXnNkrXCFFO0TqwxJrKPSQhLbdl6mz1AT2N4mmsLkF6TSYXag2FIp+zWh+u9l3MYudW1I6CeigCe4w8=,165,35,82.50,126.0,2094,126
